macket_id,macket_size,fk_macket_to_formatType,macket_height,macket_width,macket_specific,macket_DATE,macketVARCHAR
2197,40.7,5,1512.1,2206.2,T]JIMSJJWULEPARXR^JVJBNFUJYDI[BVJE,7/9/2014,
2198,30.8,3,2079.1,2851.3,TVY]V[ZPYFZNBGSXMWJEYSYD[IY[HBHUL_,7/10/2014,
2199,5.2,2,2401.8,3562.3,HKMQSITUOT_YSRTH\WZSSKBX_\GST[DBV\,7/11/2014,
2200,30.9,4,3667.1,2004.9,IBJLNMSC\I^VE]DW^IX\\X\IUSRKSGOODG,7/12/2014,
2201,35.8,2,3646.4,3867.9,]PLRFYNFF^ZKJEXJBPO_E_WL[KGI_Y^D[U,7/13/2014,
2202,31.2,5,1613.1,2176.3,G_MKIZJ]RQGXG\LV\\XASJPPZKAYIXAL]],7/14/2014,
2203,32.3,3,2179.2,2640.5,QBHER^NNKFOGDSLGSMEWK^N^\GP[JHGHH_,7/15/2014,
2204,11.8,3,2989.2,936.4,DITIK[B[\L_BAW_K\OEFCUMZK[UB[QLAS[,7/16/2014,
2205,25.7,5,3023.7,3317.7,NFVJQLBQNFISLRBCD[\L_KTXNKV[RVBEDM,7/17/2014,
2206,16.7,2,3397.1,672.4,Q\TJGGMBK\E\N]_BIQ_XENS_CUIPB^RFSS,7/18/2014,
2207,48.6,2,3987.9,2682.7,DPO_XPQXZAU[APPXWFE^OH_V\ADWUWLL[A,7/19/2014,
2208,34.8,1,2657.9,835.7,CFOCJCTVZXEFWWKJ^YSJHYFYS^DSCKWUOD,7/20/2014,
2209,29.1,5,2982.9,944.9,XIFFVQFDX]PHQYNWUJIFIRNURQ^_H_LZ^J,7/21/2014,
2210,5.9,5,3280.8,3374.9,TLXWDPA[XDNNOQMWX_WCDYYDWK]BBGH[WB,7/22/2014,
2211,6.3,1,1307.9,3262.4,UERLYPIODUBSNUVRN]F]HJGGWVAVMAP_BN,7/23/2014,
2212,7.5,3,2189.6,654.6,R^]UYGE_FNHBWQ[IZ__GZMDFPKW\]DAXXL,7/24/2014,
2213,26.6,4,2416.2,3859.8,CAPBXZJNAPU[QI\KDW_\SEULSASTWSCZLX,7/25/2014,
2214,23.3,5,2683.3,3721.4,KO[DOLE\ELTNHSTGQZKGCOJ]ALQLUYXXGT,7/26/2014,
2215,10.7,2,1467.4,1362.1,WCTTM^[[_L]EWUKHGSEHTWRIFNJWVKDCSB,7/27/2014,
2216,46.3,5,2177.1,684.1,YM\_[O^\H[J^OSHNTBTDOUMLZA^TBAPHGP,7/28/2014,
2217,6.9,4,1748.2,933.4,IXJSVLMLWKPRXXZDMBCFAVDVKMY_GQELS],7/29/2014,
2218,47.3,2,686.2,1141.1,KMZ^\FZHGLOGHFMOMNYB^PEEJRH]^]^XFD,7/30/2014,
2219,20.4,4,3559.5,2672.1,ANOSJJGRNJ\YLDIYRVETUON[ZEJLJKRYOZ,7/31/2014,
2220,26.6,1,1530.2,3288.8,R]LO\UNVEJ_]PQTFTWH[FYK_CS^Y\MEN_A,8/1/2014,
2221,6.2,4,3928.1,3251.3,QZI[PUTBTSE]ZRZIR[QL\VOOMYIA\JUKED,8/2/2014,
2222,36.9,5,2442.5,3931.4,TDM[_EZYDJUZ_ECAEQMZ]XSI[EVTADEAYE,8/3/2014,
2223,35.8,1,2475.2,2037.3,\KL]BUJW^FCLR]GEKSPD^XGITVDT_[PYKO,8/4/2014,
2224,48.5,5,3706.4,3411.7,[LVOCZVWS^KYXBLIZHO_DWZJSHRBTTWHL_,8/5/2014,
2225,44.8,3,2833.8,3659.1,CBV_KT^RQ]LKPOFFYJP\KBGWGZIFXQSXR[,8/6/2014,
2226,24.3,2,1492.7,1212.6,OOVNLBLR\CI^YQW^EC[FECHLHU^H]]XQSX,8/7/2014,
2227,17.3,2,2058.5,3486.1,VK]^HF]FKOOMH_ZZGX\XWPOYWXR]KPJP[D,8/8/2014,
2228,12.4,4,665.7,1227.9,Y^ETB\QZD_FZ^A^FN]]XH[GREAC_EDFNQ_,8/9/2014,
2229,30.4,2,1973.4,1673.1,KB\TU^IFXY^P^DVCUVSMK]YPK]PEXLQEOT,8/10/2014,
2230,28.3,5,1326.4,552.7,W^WF_QO^YW_B[YIY]DINX\OYQRQPDKH]CN,8/11/2014,
2231,22.7,3,2915.2,2335.2,E\]MHD^S\RANONZSJTAY]YA[_XJFEMO\BK,8/12/2014,
2232,41.7,2,2684.2,908.2,KKFBUJO^^PC_KHLWLQ[VBJHYC[RUUZ]\_V,8/13/2014,
2233,38.7,1,2550.6,3598.7,_QJMP\S\CKQFYEPIHLEWDPYMSQ_MRKNVPI,8/14/2014,
2234,33.2,1,3902.5,3167.4,UXRO[FPX[EHBLIR\RCFIY^R_U[BXOZMXXP,8/15/2014,
2235,38.7,5,1554.3,735.9,\CI\[B^HGB_RIBULP\ZQSQVQQNW]IOS\SX,8/16/2014,
2236,22.4,5,2691.7,745.3,IQQUY[SAY_SG[Y_K\\QCKM]FN[Y]W^YTWT,8/17/2014,
2237,47.8,4,1750.9,2910.1,^SPESJRPESYRE]AAJBNF\PVMYBRTJRRJ\[,8/18/2014,
2238,45.2,1,1802.1,1253.5,\XE^ONHU\LSOW[]\SS_L_ZJXJCGT]NPYFQ,8/19/2014,
2239,48.8,5,2235.3,2581.1,UDZXWHASAG]PGFXHPIIA_ICJJRFJI]\HIN,8/20/2014,
2240,14.2,4,2475.7,2162.2,NNEU\PRCS^UAC[[FXME\MCZD^UQFWD]BM\,8/21/2014,
2241,37.6,1,2026.7,1814.6,VUOGK]MTRJ[FGYGWUVZLWBT^NOWVOXILUZ,8/22/2014,
2242,15.7,5,1530.6,2351.2,OX]NGNQIF[IXDXYQACFPKDNMCNCAIS\GP],8/23/2014,
2243,9.4,5,3677.8,3469.1,MAQENOXKU\[JVHS[EGPL]^UHVPNOISZW^Y,8/24/2014,
2244,16.4,2,1404.9,1212.3,FZRVYHZKJOUQZUTCIPSJ[\CZXXWNALY^^E,8/25/2014,
2245,7.9,5,1451.6,2793.5,\G\BWZ_R^INKQ_KU]V_Q_L]FBWEXMCC_\I,8/26/2014,
2246,40.9,3,1129.5,2384.1,[OAEQVFWZYREUZACPE^_VLBQUND_SMXQUL,8/27/2014,
2247,32.5,2,3717.5,2436.1,HZYPKHZDALPFWP]]BTXOQXXBPWQB[BYIAO,8/28/2014,
2248,40.4,3,2885.2,2071.9,XZURJBUFKB\MESFZKLBJGO\WCISAUF\[EL,8/29/2014,
2249,35.2,3,2949.2,3162.1,NFB][EOGHYESGP\ZYSXKBSDH\UOFTQ]T[I,8/30/2014,
2250,10.7,2,964.5,819.8,SPOS[FUGLPD^E\QOVMQX[P[CTDCOZHUJNT,8/31/2014,
2251,9.1,3,2560.9,3732.2,DJCZES[E[DFLBAAQMEJ]FPGUOFKFUK]MTW,9/1/2014,
2252,21.8,5,3476.9,1039.2,RKJVOXEZD\_AQ[SYPIIM^C]YQVWTGYRVAY,9/2/2014,
2253,19.2,1,3348.2,857.3,ZGWY_^SNHV\EBFSHQTZNL_UEACNAGPV]B^,9/3/2014,
2254,28.1,5,3183.4,2603.9,ITMJAQQS^KZ^\JFDRNHQH[BMAZLUOYKTTE,9/4/2014,
2255,20.4,2,3956.6,3837.2,[FHMOGPXQ\RLGVDD\NYYRGUOXOW_MFVZQH,9/5/2014,
2256,27.5,2,595.8,2774.5,HAJ_TL[UOBBHB[WJZ]JVRAEGJPPO_KVBZH,9/6/2014,
2257,27.3,1,880.4,3663.1,CYDT\]IWSGV[VSZTWRHCKFI[N]RLNNODVD,9/7/2014,
2258,9.8,5,3028.9,877.7,UZOHOWQVBDO\DITNJVPR^HHSWMD]GB[UG\,9/8/2014,
2259,11.4,2,2924.3,3731.9,_OMBUIHCB[ZE^C^[UXCDPPALHT]RLJHXO\,9/9/2014,
2260,47.1,5,2163.9,685.6,BLLJDTBJ[U\SRRGY[PVB]SCAVKEWQFFRMP,9/10/2014,
2261,47.4,2,1606.6,2765.5,SSZACXMIXW]^^THZ__^RGTPAI[OIGEBEFV,9/11/2014,
2262,48.7,5,1670.5,551.9,Y^EZTSUOVFWL_YI^L]ZEK^FLCHQMBH^HQA,9/12/2014,
2263,43.8,1,594.2,3263.4,PEISSBGNXLXXLUQMLXZTJTFSRGVSB\V]\D,9/13/2014,
2264,9.4,5,3440.9,1915.2,P_WWXAU]ZQPZV^QEHM_BZLEFJJYF_]GHOX,9/14/2014,
2265,11.2,3,792.9,3020.2,OX^\GP_TJSMMU^KHTKSZXTOWV][FDIRGOB,9/15/2014,
2266,33.7,3,1066.1,1612.3,GAHH]LRUADIHR[EI\XXFVUUFDUHYPLABKP,9/16/2014,
2267,30.1,4,2523.4,3059.9,FEAVY\QBWPZOTOAIKMCRLKTJUBQXFW\PBG,9/17/2014,
2268,35.6,5,3346.3,1356.9,\E]XSA_ASWNABJC\YC[OCIMM_PLIENEDZE,9/18/2014,
2269,34.9,1,2898.3,1966.2,\[J[IHUSZIRYGLKKIK\PQCIIBPFAU_^DJY,9/19/2014,
2270,10.3,3,3332.7,716.3,AUSATPOKZ]D_[DNLFAKHKKR]ZCR]WIBW]R,9/20/2014,
2271,27.4,4,589.1,2770.8,MKEEJFYUC\\PAFFZRHFIVO_MXCGIJDI]ME,9/21/2014,
2272,16.1,1,2494.5,2729.3,ARGXWTXADUHM\F_OGNBFOPI\B\YJLNDZV\,9/22/2014,
2273,38.2,2,2125.3,2310.9,ZMZVIXKGX_[XWEP^^HS[PUXA]DTHQNWCW\,9/23/2014,
2274,15.2,1,1671.2,3074.8,V_EU\IIPPTZYBKLA_OLF[YMCHVIIKX^_K[,9/24/2014,
2275,5.6,2,3482.4,1403.2,I\YFEORQ_QMYM_SOGRQCLXNWLTEMQEFYIN,9/25/2014,
2276,7.4,3,863.4,3259.5,NR\IFLGLYU_J\UUQHFLT^QHCVHAXAE]POQ,9/26/2014,
2277,39.6,4,718.6,1446.3,NTAQZBFRKYNNIFRGDHUTQN\_FOXUI[DKVQ,9/27/2014,
2278,21.8,1,3709.2,2866.8,CPCSTUVEI\LKCBVBYWKMMOPN_BKXEPEQCU,9/28/2014,
2279,46.8,1,557.4,3032.1,K[LKRTAJ\^QU_BUZZDCRJZA[UBJXUJOVHV,9/29/2014,
2280,5.2,5,1099.9,644.8,UXPLN^E_EKHLAQYVJ_NTJUPCDODLDSATFL,9/30/2014,
2281,25.9,3,2969.7,1822.6,XH[]HZTWS\IZ]KQ^NRTJ]M^UOUWWURRLVK,10/1/2014,
2282,26.8,4,3009.5,3062.7,RRVBHTI]CTTIDOL[FEGKA[MPYJ]OFKPD]K,10/2/2014,
2283,40.6,1,2776.1,932.2,WFF[KMCQOC^\UXGF[QQ[LHXXG_O]BANJY],10/3/2014,
2284,16.5,3,3506.8,2791.2,]NWLDXYGZIXQEQHJF]FOD]W]EGAYCJAC^F,10/4/2014,
2285,14.1,2,2608.5,3645.4,FRVXH^SQYIJFFDQXHTLBA^SVYDJCXDKCXR,10/5/2014,
2286,19.9,1,2919.9,2007.2,FPMDGKTNRTRIJY__WNHCOAITYEYSVZXKKA,10/6/2014,
2287,33.4,5,795.6,2227.3,U]VIP\KQYXPSR\R\A_AJPXAFPNAHTWQDZZ,10/7/2014,
2288,28.7,2,2766.3,1050.4,IX\MCI]ND^WIAZEASOSXF[W^I\X]ESLCFY,10/8/2014,
2289,40.2,1,1096.4,2956.9,TUMCKG_GT[BC^J\HHXGWITIXGJPVMJKXXI,10/9/2014,
2290,15.9,1,3342.2,3878.4,DOWP[SSREOWSG_OREB^]GVYSCPAYD[QYT\,10/10/2014,
2291,40.1,4,3758.3,823.6,AP]VEUJJWSRQEUN\HAQVTBV_K]LNKSMAMV,10/11/2014,
2292,23.5,2,2316.5,2607.3,ONTOUURJK\US[CM][T_XCWU\\IW]KU_QTM,10/12/2014,
2293,16.9,1,1732.4,1981.3,JNZIMENFEVVR_BPMBZP^P[_YGPM\VPLN\\,10/13/2014,
2294,46.8,4,3755.7,3870.9,GKDY^SRHENWKWPQA\TMFBC[JIZUNAEYTGP,10/14/2014,
2295,34.3,2,2081.6,3956.2,II^]OQIXJOSQLFV_^_BEVYJP\FKC[XUM_Y,10/15/2014,
2296,15.6,2,3459.7,1847.9,\_O^OUERIMTS_S_EWKNFINMXY_FVPZWXB^,10/16/2014,
2297,14.2,5,855.1,656.7,LVDM__FQYGGJ^LIMSS_S\ABMNJF]GQD_H^,10/17/2014,
2298,39.8,4,3724.7,1727.1,GEXTZOJGNAYWU\\B[PBXDF\ZBIHIMU[PEF,10/18/2014,
2299,45.8,2,794.9,1592.6,^JIJH\DRLHJNGRDVJZJEICYKLONZFLQVGG,10/19/2014,
2300,7.8,4,1642.7,2584.6,[HQBQBHOZD^OVEGDG^XXKQQ^ZFZZGEK^XZ,10/20/2014,
2301,19.4,2,3314.1,2312.9,TTIP[XVNYHBMKI^BNJMTO^Z_GTV\B]QHLH,10/21/2014,
2302,13.1,5,1382.1,2124.6,Y]C]_CINJXXOYMAZGFVIT_OPYMEPGHZEVS,10/22/2014,
2303,35.7,3,2108.7,554.7,B\MSFLQIJJ]KRFKR^RTTF]\YTDXO]K_GRR,10/23/2014,
2304,46.1,4,2472.4,2553.6,GFPA\QMNYDLLXSVIVS^ESIZDPDQEVX]RQR,10/24/2014,
2305,26.7,4,1956.2,1113.1,PZXWO]KTLDF^\^CAMZSNR_]M]BF^\^\BDA,10/25/2014,
2306,26.1,5,2278.2,3646.2,QVG\EDZ^P^_T^UXUKHGLPWADHTJSX^K[TX,10/26/2014,
2307,12.9,5,3608.1,862.3,P^RHETQDXGIUVMBKGRFADSXTUXPGL_TCNJ,10/27/2014,
2308,30.6,2,2112.7,2484.7,MVXKH[QFN[HBC^VSNMLRXSJ_ZUBKWOEIHZ,10/28/2014,
2309,8.7,2,1388.2,1074.2,OMXURBYMWXPIBJTGTTX^QI[XY_K_RJGAWV,10/29/2014,
2310,34.4,3,902.6,1907.9,VTDBJIZTKX_ZK_QCON^[I\GVUJSORPXVRT,10/30/2014,
2311,45.1,4,1993.1,2441.4,BRFINRIZ]]SLDCKDW\DYLQPKLFXNV]ZMM[,10/31/2014,
2312,42.6,3,1729.3,2607.4,GLCBIGEAWBAQEVBHNCXFZXLPIBINJMDQ_W,11/1/2014,
2313,21.6,5,2177.8,676.1,IHMHKOO]G\RGYQN\FUGMYI\V_Z]SEQGIIV,11/2/2014,
2314,32.6,2,3564.6,3437.8,UV_SKIVVIJVEDDEUFFKUR[XPYH^JZ_QB]I,11/3/2014,
2315,37.7,1,3684.2,2067.1,NXYHBU_CVAJUNUW^RREASPRKTQSAQFIHYY,11/4/2014,
2316,7.8,4,1333.9,758.5,M]CKEU\_AJ]Q^WDJRHWJPMD[N]_VIPGETV,11/5/2014,
2317,46.2,5,3002.8,3237.2,QKG\IJXU_[UZCTYTWNJQSFFJYWIRGYULFW,11/6/2014,
2318,42.1,4,2034.2,2892.3,YDD[LC_RQ[QL^KEDBAQG_QQX]Y_DPRMFVG,11/7/2014,
2319,7.2,3,1178.9,2757.2,AKUIL^ANSFMW_ML]IYMPCUEMMXPN\NUCP^,11/8/2014,
2320,16.8,3,3413.6,1631.5,WGTC\E_LHNQCUL]YNNUBUCARCUFKZUZUIC,11/9/2014,
2321,11.9,2,3987.5,913.9,WGRA_CUDU]GO^_HOJRRDKCZJXNCBSYRBRW,11/10/2014,
2322,45.6,1,1444.9,3617.8,XOCR^EQZY\RA\JEVLGVMCHTGHLRXJYHBV_,11/11/2014,
2323,20.7,5,1082.3,3827.2,LWLA_\MLXQCA^\[TN_QCJOFY^FBCPVRUEN,11/12/2014,
2324,24.9,2,2514.5,3210.1,RFMOJPFVDODBWKGX\KN^OO]LYFRD_[\QFD,11/13/2014,
2325,6.7,5,2185.3,2711.6,LCGBQAV_V^GTKGRYJZ[HKSZ[KUP[QODIFX,11/14/2014,
2326,35.7,4,1426.7,2954.6,CEYSAATY[FOJJ^O[^C_UYYK]G]UMHEPVSG,11/15/2014,
2327,46.6,3,1935.7,3168.6,X_MZKC\OIGL]PFLLRKRB^VDNVAQFQHEQS],11/16/2014,
2328,20.5,1,877.1,1680.2,^EKPURIU]CY]][ZZGKVKYG[TCO^KAHGFW_,11/17/2014,
2329,12.8,1,3878.1,1790.7,UOJJFSUQVWYXI]KACH^PQ^[LLKZHF[ZRT\,11/18/2014,
2330,20.5,1,2435.1,682.5,[_JWUWWWHKFNCGAYXWHKMFUK_KFUHLWBEK,11/19/2014,
2331,5.3,1,1974.8,934.2,ALP]TXUP]BUH\COPYKAW\\FM]I_YOURPUQ,11/20/2014,
2332,12.2,3,3231.9,909.5,DLIN^JTCB]AFLHVZ[JDQNCCLF\CE]MLYIO,11/21/2014,
2333,30.6,2,2991.8,552.9,EAPGZGR]P_HATWAA_FANIIYHXPCU_\MYY\,11/22/2014,
2334,36.7,1,1431.5,1424.8,CVFXICWSYVJFECGBKOQNATQNVVGLRZF\KW,11/23/2014,
2335,5.9,3,3572.5,2176.3,QJHQWHXRLMGKE_FAYIWSJGMTRWGBEXJYS^,11/24/2014,
2336,30.4,3,3134.7,986.6,HUTTELUTYBOFCNYFSFPTHM[^MJGEJPYDH],11/25/2014,
2337,39.7,3,2092.9,3594.5,LZSJEZ^\YEY\LURZ\[WEP]HMKGM]IKKLNL,11/26/2014,
2338,33.5,4,859.4,2735.3,X[_DJBQXWLZNRNVXL\]]MM_\SQQFRCU\CW,11/27/2014,
2339,39.9,3,912.5,3366.5,PPPQPHDQMUYKYX_BFZUZ\UHGXXQ_[WQUAT,11/28/2014,
2340,11.2,2,2932.5,1779.5,WF[DJOTQMGE[^BEUEK]CITORSB[CP^M]IZ,11/29/2014,
2341,47.9,4,2528.6,787.1,NIEXGMNO[YUZ]_HS_HYCNMVYNOBNVMDRDJ,11/30/2014,
2342,31.1,5,2052.1,2581.2,IFCS^QPN[MXKYZZDVNWVWEZK^YON]VKZEN,12/1/2014,
2343,8.6,4,3919.6,981.9,DSAYFHW\TJCSYUFKNKLCH\VJHX[AHOXCWO,12/2/2014,
2344,15.2,3,2514.1,1063.2,GUXE]NBEAYJYDK\O[EFLVP[CF\LY^LOHJV,12/3/2014,
2345,38.1,4,3515.3,2289.2,L[TQBDKS]SJ_\^NGOEX]WABJVVOFGVNLJV,12/4/2014,
2346,27.8,5,2965.3,2487.1,OCKVC[OQCQ[DXLL^TZPWJX]^DJA]IIG[H\,12/5/2014,
2347,32.7,2,708.5,3799.1,XUHEZTAHHQ_]MXSYWDMN]^ZVN]KOWZNEN\,12/6/2014,
2348,12.6,5,2807.9,2819.8,USXB]ECYSD\IDMWQFN\PTMGIFBQ^[E^TLY,12/7/2014,
2349,21.7,2,1501.4,550.4,ISKY][\T\J^UIA_SVNBO\]NFQJU^V_][B\,12/8/2014,
2350,13.3,2,3157.7,3519.9,WW^YWXILI^^DGJI]LHCEWOFPQOQTB[[WAX,12/9/2014,
2351,12.2,1,1405.9,2227.4,ZIWE_UXBUKOIJYQXZZMVLH]XXWWWLFEKPX,12/10/2014,
2352,47.3,5,3367.3,2540.2,KSO\_WSIW[JHJQKSOXXXTDGZDIPMBN^SOL,12/11/2014,
2353,40.4,1,1453.5,1132.6,LZU\MJB_TTLZUCNDUUXKXXE]YFNMF\R]KF,12/12/2014,
2354,13.4,3,3241.7,802.8,[NSLKEKQL]FUCY]L^X[BOS_YVVJUMUNEAP,12/13/2014,
2355,20.6,3,2529.4,3363.8,IZZ[[[IRMW_DPF]K[XKCJQY_\XQ^[P]M^A,12/14/2014,
2356,20.3,2,2603.1,687.2,UNBU[KMVBPNUBHQZLXLP^NVH^]AAIZJGMS,12/15/2014,
2357,43.3,5,635.2,1919.5,WHNSTM[F_ROGUIKAOWHBK__[\YNRDROBBH,12/16/2014,
2358,18.4,1,599.9,1444.2,BA\F\ZKIS^BRX_JI]WT]NY]UTH^VBKZIJH,12/17/2014,
2359,14.4,1,2889.1,3248.6,TKW[^_SFDKHRTSWDC_LWUUZIVBZBNJSMXP,12/18/2014,
2360,43.5,4,1153.8,606.4,VEDKJU_Q_YZJGEV_XMAUTSEYRDJXGLHVE[,12/19/2014,
2361,38.6,2,3840.6,3431.6,TP^NYWEA]EUOZB[_NDQOO\JW_^NVXDNYQY,12/20/2014,
2362,10.2,1,1016.4,2572.8,QEDYRHTGKQFDUFIKTOQY_DJDVXQBMCQLCL,12/21/2014,
2363,31.4,2,2866.9,2134.6,H[IJHW^DXLNSCVB^ECLXPG_^WQOMPPPYTQ,12/22/2014,
2364,42.2,2,2309.2,3419.7,IXVTWLSANX^UR__UZHHCAVXOLGTRUSERJJ,12/23/2014,
2365,40.4,5,3702.7,896.5,_INEPHB[QVHCKKLUU_WVC^AMG_ODPC]WHM,12/24/2014,
2366,22.9,2,3410.7,2676.9,SQZVMAQL[OTCFFLWBW]Q\^U\\HUDF_YIZS,12/25/2014,
2367,18.5,5,857.2,2777.5,I^IMISOSJCJQNIAT]UTNPLRFDZZOX_VEPC,12/26/2014,
2368,42.1,4,983.7,1235.9,DJR^Y_IG_OVQUOD_SBL[KGWYXDNIJ]PRSI,12/27/2014,
2369,29.5,3,1517.7,1377.1,JGFNEOBCG_GTTNP^JKQOJEWKXBMCCKQALX,12/28/2014,
2370,28.7,5,938.3,2343.5,YFP[VBXUOOVDXAZRI]SSFGIXAIFQR\KTHA,12/29/2014,
2371,46.6,5,2586.7,897.4,JBSSV\MC[MHDVEVHMOD[NENL]LS_AYI\IQ,12/30/2014,
2372,9.7,2,809.6,1955.8,ONUS]XT^HQKSL[SE\DGIXCCNQCG[Q_X[NH,12/31/2014,
2373,8.1,1,1381.5,678.6,[NGXNCCT[FTZQNVYAPVBN^H\HHTJEDIMJZ,1/1/2015,
2374,34.1,1,1702.9,1733.8,TQP_APPVIEOW[YISNJWUQUWJEJUNU]R\_U,1/2/2015,
2375,30.6,5,1941.1,3087.8,PUSLQWD]SQUXQTEHNDF[W_\ZVX^ZJOQGXQ,1/3/2015,
2376,27.4,1,2066.8,2219.6,OMKMAGUJTNPURVQCSHHATTUEYLUDDRWNEA,1/4/2015,
2377,5.7,1,3019.7,966.8,JNMTO\K]QNHGS\_B^^QNCH\BUGBDSJ_[A_,1/5/2015,
2378,7.5,3,3728.6,2200.2,LT]PD[LD]HLSZKFXQUG\NNAKBOVKEQWTPS,1/6/2015,
2379,6.1,5,1726.8,2026.6,IERQZPBWF[SVA[NIYPJCP^I\HC\QDHB]T],1/7/2015,
2380,41.7,2,3001.1,3708.4,_B_ERO_MDPH_[EX^R_UJF__AAPB_PGA]WT,1/8/2015,
2381,10.8,1,2850.9,2534.8,NNOKDWXYBZTCWYWP[DUQ^OU\]BLWFBQEEV,1/9/2015,
2382,28.2,1,3654.6,883.2,V\O]KJTOPS[E_PXDBU]N^_KR]YHMNUAXUC,1/10/2015,
2383,32.3,3,1450.5,1283.8,]UFJ[YQMI_LRZ]^B]XITD]TKXEPDTHSEL^,1/11/2015,
2384,17.6,5,883.1,2881.9,TRQLSDL[U_O^XMRLKG]HYZCSBRNBKLOVMG,1/12/2015,
2385,42.8,5,2006.5,3590.6,_VDQNTXQPQ_PAI^XQIPIRR[HMVCZ_X]_ZU,1/13/2015,
2386,25.9,4,2344.9,1935.1,_ETAE]UMWY\LFY_O_UHU^QUVDQQIWUWCRM,1/14/2015,
2387,37.6,5,1131.6,3659.9,DMM_BKVDK]RJBRPIMAHE^KE\OY^P_GEEFP,1/15/2015,
2388,17.4,3,3989.9,3186.6,WROVPGXSMCDD[RVDICPBE^NXWCKQ\U\HAN,1/16/2015,
2389,47.3,5,1690.9,1055.1,KZNLXL]MDQGKC[J_QBKO^NQSDTV]IS^OSO,1/17/2015,
2390,27.9,1,709.6,2409.5,XTQ]EVCKJJEVOXR[]MHNJETH^^\\NXEIZY,1/18/2015,
2391,35.4,4,2493.6,1311.5,]XRRB]M[TTPLTT[RZWBBOTIOBDAB_W\G[_,1/19/2015,
2392,32.3,2,2148.7,3840.8,LGKUKMZVPYH]JFF]_LYKGS]VJ\GVITZGPO,1/20/2015,
2393,15.7,3,3290.6,2601.1,LTTG[FHT[L[OESCFYJGG_AJCTOUBWI\URK,1/21/2015,
2394,13.5,4,3021.1,2276.1,JGRFWVNCAJ^PYRXJSLXVRZKR]IKIULYRTE,1/22/2015,
2395,9.7,3,1705.1,3673.4,^ANPUYRL]YKPMDCENDC\_ONWEHRQ_JJVNT,1/23/2015,
2396,48.5,2,2285.9,3440.3,MWERDNUK[E[_BEOY]IFJFAHZYKAP^XULQK,1/24/2015,
2397,41.9,1,3127.6,1474.1,CL_BNF]U[YCU\Z^GCDZWWSZI[QBOMFIX^^,1/25/2015,
2398,5.6,5,3900.9,617.6,JINQKBXCZRWATLFCBITJFFJHDQF[NSMRQX,1/26/2015,
2399,27.4,5,2518.1,2932.2,HH_BVRVGPKSGQEGLL_OJDDS]WERS[^LMQO,1/27/2015,
2400,8.6,3,2384.6,2331.6,R]_^]\EDPBNC\LFIRHKQGLCPJOJ_TMYQCS,1/28/2015,
2401,48.6,4,1445.9,3634.9,QWOVC_^SCMSDDYQQCXNL_IBA^XMD_ZKYBS,1/29/2015,
2402,30.2,4,3481.5,3826.7,ZCGUIMOKXUR[IUQ\P[Y\HUMVHLAPFFAACE,1/30/2015,
2403,17.6,2,3807.4,775.8,MA^HM]HC[]YRJEGAKSSU[OHFNF\CTZNS_E,1/31/2015,
2404,24.5,1,2927.9,924.3,Y\K\]JT[D^TPYV]_\^MEA[RCP_\FNBHTGE,2/1/2015,
2405,41.6,5,1064.7,1633.2,DH]YAMSSZNYE__Q]VX]XBNSP_IQ[IIKKV[,2/2/2015,
2406,42.7,3,2906.8,1030.6,]OKWJW]^TMNB[KAXNCBBXI[N^^GR]BJTKM,2/3/2015,
2407,44.4,4,1896.3,3418.5,^ILRQSQLSV]H]JI^EFGMNCWMP^DBW^]RP],2/4/2015,
2408,47.9,2,2599.8,2787.3,ULP]\QXGEA[PFCM_Z_[OL]EY[U\P]D_IMV,2/5/2015,
2409,6.2,4,2180.6,2281.4,NY^UFP]OINSPF^_Z]EVZOTOKCSJ^BEQLLX,2/6/2015,
2410,16.6,5,900.9,3684.2,ZCKGUQCIE_DINLBQF[TIJSTFWPK]G\GJOI,2/7/2015,
2411,42.8,5,2236.4,2169.6,NWXEJPNSEZ]RYO[SVX_OOY\_RPBKZLHI_Z,2/8/2015,
2412,20.4,5,3768.7,1898.3,AOXLGYB_RELAFBOD]O^ZCTVQIGBVWIDKCO,2/9/2015,
2413,9.4,3,2744.2,1638.3,SYI^UX\CSFU[OXZEJ]QJRG\TZYSMPKUS\I,2/10/2015,
2414,5.8,2,1616.1,1005.4,[KBLDJHPWH^I\QXG]XGEKR^DP_J^CIQE\W,2/11/2015,
2415,37.7,1,768.1,2280.5,GYI]_]LLFACJPVOHPL\PNDEYXE\TYLNN[R,2/12/2015,
2416,14.8,2,799.4,1908.8,AYAX\ZWO\LNAVYFX[XVCH^VETPXLMRER\R,2/13/2015,
2417,19.1,5,2827.9,2823.1,WK]YYZL_KWZYMTSQASKI_WGHZDKT_PGTER,2/14/2015,
2418,48.8,2,1433.3,1913.4,KYIQN[IBZQYR_WQHMCXSSEHS]PPI_J_LLE,2/15/2015,
2419,36.8,2,3131.3,1070.4,N^ATXKWIRH]BWRX\[]XGQTXWW_OYGAYRJF,2/16/2015,
2420,43.9,3,3241.2,2147.3,MZCSOWUZ]ZSXN^BJKKXVUOF^HQJGHAF\HS,2/17/2015,
2421,43.1,1,3981.9,684.2,PJENTN[PB_ZZSV_SWRZYDZDSJHZL]MP^[U,2/18/2015,
2422,40.3,1,1743.2,1213.1,HSUNZIPJ\SNFSRYBCLLM\ABOTA[PGUIJYZ,2/19/2015,
