service_id,service_name,service_desc,service_price,service_code,fk_service_paper,service_date,fk_service_fonts
2223,DQ83,TLKTGXVKDQTI^LBGDSV]SI\ZPISRMJR_QWPSTDITPQTX^N[WYPY\UCVLPED[_OOP\^PC\FUGH_JCFK][JMN_NMOQTLBQHBL_XNYRUZTGLE\V_QULL^VAJOSR^LJSUJ,449,#2005887,190,7/18/2008,3490
2224,OS1525,YBIPHAJHXKOBM\LFGB[QXN^]XXCIZVVSKEJVNVRGVDNPK]ETEUKFHSADY_\QOVVRE[TUSVVLMYAUIDBAFSFJQAEI[GUGIBN^T]DZZU_DPXEUUMFJMJNXTUS]WHUERO,930,#2005888,1381,7/19/2008,3042
2225,VD767,C]Z[V\INIRJZI]ML]NNIRCHGFD\ZQUTDBMYQ_STD[LHQROXFUKWA^ZUGY^LZO[_DHCXKR[EAM^DCXJO[DV^CRXFIEVVIWUPK^BODNVKON^MG\B]JVQVYZFMDWCYWRA,430,#2005889,572,7/20/2008,3513
2226,FU1624,GRQMP]HPDBPREPS^BVIQWXRZSJ^_DV\\X]ZS]S_IJJKSMIDISRMOWABITPZCBCL\NZVNPWUHHHJYBFEBEUOM]R\TUPB]NERDQCBSFXYQPOW]HWYGFI\RGOIQTGYBAC,895,#2005890,664,7/21/2008,3371
2227,IJ1229,IXN_VXE]PDMOTYQ[SIGJPQOSZNUIZMMHUPVMCW]\UL^G]CU^UQUIWWBGIIRHY[RMRCCFYXUT[H[JHSIGVYTP\YVNBHRTFLKOOKVHHR^WURGAGDZTZXJASKHYKCBHRG,418,#2005891,3121,7/22/2008,3877
2228,S\1414,GJ_XAHQB_BGX[K\F^UOYDFV]XRZLA[D_GSPQ]_OLLETHCLYWDJZOTNHZBBSKAFV\RG]TR]KTAXCJO[CK]BV^JKPP[JSLFDG__[XC_WM^VCKN[UPDAEC]JUU\]GYDRH,649,#2005892,143,7/23/2008,309
2229,NT969,QBE^TCZWESUWANY^F_TEJ_XVG[DT]HLDQGAEAGW]A_SS_\NUC_UUPCLO^\[CUH][YTYHLS_FKJF]A\WDLP]IHZX[QAXSOJJLYUGHQT]_N_ONBOUFQXZGHSVACGWFTL,811,#2005893,835,7/24/2008,1308
2230,CT1357,HMOBERT]DYUA^OBVU[GCJCYV^CRRFTEO[KVDVP_OFYZCKIUF]TDJ]TD\RUO[\RDYV\TST\TPG^LLZRMAKU\M_[UE\DU[^\[NDRXBEQ\[BLRN\TNONK^^QOOVYHEPN[,953,#2005894,3750,7/25/2008,2706
2231,T^917,^AQ_ODZXYLUTH\MGQC[UGTCAMDGCFO^\]]EFQ^KTAS^CESSWPQ][GEEAELI[KVTQSMGARYD]ZSMAGK][FBJYDPZYYNI^YQD]VNDU]JOAMPDL\SMT\^BBAQQIK_SY[P,582,#2005895,2174,7/26/2008,1185
2232,QC150,IT_KMAHN_P_E]YIFPMOJY]QTBLRXXAE[NARGLF]ZXJGECWDIBODVN^OESD_QCGNALHZ_KJZCDKPYPS]_XSHYGOG\Z[VUUL\M]DI\CQZPFUZJZOVLKFRMJURQQMESAS,710,#2005896,862,7/27/2008,781
2233,JE951,DKLCHZJYYX\GJVCYSQLW]AHMT\SIBGHR_FYFGAZMKLNMDNAQWEPDQUPQU\QPMZXF[XSBRACRPDT_K^VILNL\\_FYEBMPZDRA\XQ_RXLIO]SRGZUQPFF[H_FKKFNN^L,365,#2005897,3638,7/28/2008,464
2234,A^1744,NDLMV[USGBIFLZW^JFVR[MIUIFQNWEWHSNQ\REX[QGK\CIXU^SYDCEJEAMZZFPTXYCKNC]IG]BGSIVMTT[S_DWTCIT^DS[YAIE^[VDIMTD\G[K_LGGR]]_DQRZRJWV,769,#2005898,1903,7/29/2008,2953
2235,^V335,U]E[VQYBLW^YSJ_RPSSSJUUEZ__]XBK_T_CYXIR^RMYL\_OGHDNO^YB^]]CXX_]AJ^S[ZXAKFIDCT]JWCDVILEISJHXRAAMTITDLOXZNKE]QXMIXWVZWNDT^_LYAT],720,#2005899,1552,7/30/2008,1999
2236,YC1096,PTNNCF[P[AXKELFCYOQE^ARPWCEICY[ZLOUNNWGHCF_X_PGOMFGYGM_EWDNBOWOXOKMIQ_G^RPOJUFG^XUQHNQDSUWFHPUV^USO][\DSF^P[V[FOZJN[V[JQKT^EEZ,425,#2005900,3364,7/31/2008,1584
2237,VE1279,OYGXMKHTMEEB]]M\][AFWDTBKFKJ\RHECVRLV^GWSFFM[II^XR\\RDE[^]AJF\[EJLQOUWSWDJBGBW[QMGUMAKJW^CTROZF]K]LR^DCLJHVWNHI^IARXXJ[HMJEHQF,305,#2005901,631,8/1/2008,615
2238,LJ1763,_XT_ID_]CHXCIHSN[VDBJV_LALV_ATPQ^I]FVW_JXQXBBI]^XNKBLI\VMBXYS\E]RIZPCT[GKTA[^PR]XWODPPRHXYGYGWQRAKOSQ^L_AJUJYMD[JQXA^G[ITMNOXE,826,#2005902,713,8/2/2008,3851
2239,S\193,AHDGDJVSDCS\KBLKNUJKE_FFDIV^\C^JF\VKVH^KL[MOXX_[]A\SXL]WLQEIAEVZZOPIYW[RSW]OR\CRRO[^UFXENWATNZAA_NPSW\Y\IWN^UOXXGNPSOTD[TTX\WE,707,#2005903,1480,8/3/2008,3339
2240,OY1723,]INAO\AVDWNSRPKB[HRXY\D]\CMRY_TIOOIEA_]DKMFQUWI[^K\]FDJ_UIBNLR]GHNNWHCOHHWVSIRDEKQ[W^JLRXMCYKS\WXWUSSOQUC\[UJSY]I\IYZ]RXAKL[Z^,806,#2005904,2996,8/4/2008,1470
2241,FC150,VPNF\D\[H]IWYZR^RQRTPYKNKTYOI[ZXSWRRLDQM\C\[MNV^W]PGB^FD^CTHTDK_NXR]ETRRVG_ENSUAMRDCRAXSKGOCJUBFGG]ZMQHKXFO\M]BATMXHBBU\\EOL[A,707,#2005905,3726,8/5/2008,3664
2242,VP1213,REXXTA^GV[XNVVJD[BACRWDGYZCQPHEDHFZKUMPUWECPC]QTJNVHIMEIERCOFIKALZ]XLPVPIAHODY\JZTQWEL^SY[UTMS]^TVQ^CKP\FBRNVVYA[OE\\O\E_BUXTT,795,#2005906,1264,8/6/2008,731
2243,\L176,RSYWKWEAGWQSHTOXSJBF^A^U\NABRLTMOXK_SCX^[EODVCMTQ^\SNAXKMWRYVIH][V]^QUKKYUGXDYUKSZ_HBF_FEJ]VHOILTJMSSMLDSKDK^RLGDOVINTWNCAB]KT,866,#2005907,1394,8/7/2008,3651
2244,ZG1951,RZ_FXJYQCCYMBASZKJMEGG]]UNZOVBH]OPW\QWYMTJLUH]QNFONF_]UGFXVSWVVN\Q][WNYHQTGBZH_VKUTP^^BZZVT^^DYRRELVXEFZ]ELMIS[YDWZ[CH\ZYGF_JL,748,#2005908,1560,8/8/2008,1895
2245,XE676,TF^XCQIMH]^GFFJH[A[IMQQQRV_KZ]RSWXYAPS_A[VME\XXSN]QBAJ[LOCJAN^ZTNOESCUIRBMIG\_HDBVNEQAEU]GBQRM]BS[XVVCEY]LYBC\GL[JKGIRAQTQIFH_,1000,#2005909,1587,8/9/2008,1675
2246,TD1094,]NHFEOTTWM[ESVF_MI_CFYY_QLQCJ^F[RAYP^TMPR]NS_HOY_MWA_XAZIA]MGMVWILPI^MFPME]PMBWZKI^RKLZAUP[MGCU^TU^KNJ[ZOGEZODYKAQLYJNQ\^^HTLC,581,#2005910,2549,8/10/2008,167
2247,ME1422,S\UMJ^NZKDWEJGXP\VEEI[LOAHMPSRAFOB_CNMMW]ITJQST^KHYLCQJADYNJDGXZ]H\GYQTADGAFHNVGTEPDDASW\D_NYQK^HQKMKK^ZV^[GEE[V\S\GPDS[Y\W_[G,597,#2005911,579,8/11/2008,2669
2248,PV159,FDTJBZEOEBRBFNAF[TAHFF\]PPSWXCAJ]GWDMKTMNWZ_QP]EEFJ[UCE_MZBOWCNQCMEKVK_EMC[GPXB\TEZ\FJV_B^UJQDZXNYNMRB[XBSEHUDI]B^EXAAXXS\A\EA,420,#2005912,3160,8/12/2008,1271
2249,XV1886,VRFNEQPRBKSGPUH[T_XDHZCXMHKGR\^SOP_HBG[G]\MQ\UTZCJKFN_W_W\OAASYPCQIZ^EYXF\CN^SX[VHAEOZ[JOHFA\S^[VIGTALTTVB\^QJY^D_DLN\Z]MNXYDO,304,#2005913,1094,8/13/2008,1518
2250,H_1213,KNOTPAOTQIYCOJIPTLQBQRHPXQBM^RCPP_XLQC[]_E^KP[_PBQZCCU\QK_EEQMYIYUZYZ_VQN\EBQSEHCTB\C[N]]YG\UFZZTMHRVZ\_MLNGDGMSPPW^JF^L[JLWI^,506,#2005914,3561,8/14/2008,2079
2251,LF1770,BFCV^Z\K_KHQPHTMUL[FT^]NMY]TQEMBCUKIXAOAMKRQW[QNOPBL[EQKDD^MNZPHN\ASTPXC\\\[JBSMDHJQDMLHIBQRMSLIT[KXIMNM[ULIJTCA_USDMQH_E_NNC[,435,#2005915,1187,8/15/2008,1325
2252,KH87,DRREX[KA^FUR\MJ_FB\\P]DSJ_GFONHZ^TWC\PCYPIYWJW^ZK[\MWYYUKZZN]RTKDTQICGGCQGVH\MHAPOL]PSJGQ_CUTF__CN]ELDVATU[LNRWGM\IZBBSXMXMNJ],318,#2005916,1706,8/16/2008,3011
2253,PN472,N\NDG[B_OORWBL_C\_G[XGQ\QWDJERIRLGT][XXCHA\FIBYIILNLA]_[KJVWX_ZLJ_NBKST[YQ[C_O[ZFEL\SQDMXNL\F]CUNH^SF[RSDBTVRHPLPABCQXGJWCLQXI,616,#2005917,1017,8/17/2008,729
2254,UV1964,DN_^ZATUB_WVUWBIK^XDSQAPXYGENSGFCTWKPICPEGAQBDGTSWGBJMVJ_CS_MCZVDQM\CUNTSWF[LMBVAVZODKBU_T[EFL\QJTGHZDUEDFUYO^][X^[TQG]CI[U[[A,909,#2005918,439,8/18/2008,1185
2255,]U1142,C^SJLESNA\UXC_\Y[MSCVFPBEKR\ZXVAIUCQFIYCLFTBVBWHYNGIWCOZ\SLR]KVVCFIUYDKBKQQ_AQUUZTHZISOOLW_MAZE_BMJWVLGYYPGF_ZDESL_GTTJVROGY\E,334,#2005919,19,8/19/2008,1814
2256,M[996,B]YUBULEDJKKOGCHR]WLFHKNABPVLUOWGLNA]E_RLNDMMBY_LCES_YMEVVQ_FTJZXT^FJUU\G[RGDTGLJLESET]KHP]FQJGSQSGFK\CZ]HSV]]H^_XDCZTLPLGOZHU,341,#2005920,3800,8/20/2008,1420
2257,HB1140,^WEZUEXTRXJJI[CSERVDGDEAFH^]FBKJFEQPIGTVUSYQTLD\JQ]OQTJOHXKNDVQ]YXYUEALJOGYG\JZVIYOIRZ_BXPTMOE\TK[BIRSK^YI]V[WXB]KC]PZXDM^DWNB,995,#2005921,3275,8/21/2008,2211
2258,GK501,\[HRB]HHAJKUBMFVQORUS\K_ATJEWPJ]OX_WCD^DIWOUJLOLUSKRPEYZYGZVGZEZGFENZKWZJNQV[_MSX]LVAQAQGSY]VR]\ZBWVVVSNANEEEGYWAAFFLUAIR\PSKG,972,#2005922,1788,8/22/2008,3078
2259,TZ1077,UKOHKVY[NURTALILBV_GCKX\]YJBYXLYJ]SDK\RVZWATHGSYBKMTCS]MN]F]HHVCAUSBVUUPTGQZF]QBWE[OTUGDOZO[OUYHHAVUFDZJ\PLICEU\CDYFSXRMQKGRIN,801,#2005923,386,8/23/2008,1884
2260,AA1340,XWPR\RHUPKDH_B\FNOFTD\SKYGWH[^EI\JYXMCGWEWM]_Q\DR_JBWP^BBYNVRRVBGQY\MQJ]PG^KFQMKRZVNVEZLRPHQRWFGWAH[JKUMAHJC]XK]YRO^_A\[[RQR^W,673,#2005924,2691,8/24/2008,1822
2261,JE1403,\WZEWWD[P\QJ^EIGQZEBCDUYGX_BJFBW\W[URSMUMVA[MR]YP_SZFGXQNFPPHKCFN\BNMFK]B]CPHLMHPFWWCFDHNKDKXVZOQIDR\FR\ROFXCC^ST_A\H^YSKDWARR,978,#2005925,3973,8/25/2008,3576
2262,PV1650,K_\OH_QGKSVVFH[QOPXIRFREN][M^^ULYNA__PIDITWYSXWHDYQPGLYCMNE\A[OYEQD^LHJ\BRY]MW^\JFWNGNRZEL]WRDHH]W^BHLUFJYFJAMPOT[Z[VZWW]B[LK\,911,#2005926,258,8/26/2008,2421
2263,YE98,]COFSBY\MPSR_J[CXYGOEOOCUTS^ELGJJJWDWSHJCVFODJT^BIFL\^\_UMWL[V\KZA^GZZ__J[SY]VYRSHCQ\\QM_IRCBGZLIIAIUSS[IBGLXEKIKNCCZG\_MPTMW_,895,#2005927,1341,8/27/2008,62
2264,TX1438,L^SVSDTFXVKNVPVV^LCJ_P_OC^^\GGJYWCZJU\BHAZVFVYRNU]MD_UQQBHXYBYFAUDTWVDHZPZILNO^]\FXUNMFNQTNHFHDDVS[JNAUORZGV]S]OYPKT_V[R^RNRSQ,420,#2005928,2321,8/28/2008,1796
2265,[V925,]QNQGO_P[RWWDAVCXWW^LUHEN\GKKYPAHN[_EBBWCXCSU]FHIYFGSD^BQFLUY[FH\GHSEJKDD]^JYKHQOT]MOFAVVVCAWBPVQBNUBOXE_QT_RZRDFNOCRWYS^B^JUV,395,#2005929,1285,8/29/2008,971
2266,^W1740,_XPHID^VAXKPAWQUFH\NOG\FCP\A\IBZHBSWT[^ZVFVXUO_MAZL_MRHWPF_LEMUKXUY\QUUMQTJSDDLBKKSBPI]ZUEEQJIAEYYJKOPCWGNOLJIZEDHRF_PDH[SXL\Q,831,#2005930,1229,8/30/2008,3261
2267,_Q803,[NALHBTLB]UMGJQYRITSEKTEEBHDIWUISXPMZPLQQ_W_UHACFFSLR]AZVD[C[EVCTOA^M\^[PPWLKIW]MOUBAYLQ\PIUZRIOPE^VVENOERZYCB\KQ[L_SQJ\\VD]RO,476,#2005931,3561,8/31/2008,1832
2268,QC591,\UO[DSRPV_ZGKLMUYS[IFJB]HLIUKHB[[QZNG]U^\\MNNWQF[VEZY_RXVMNYCJR[ZFFSZ[\YD\OSBSV^DPLYSWJBDE^IMGQNOZRKP]KVSZSTORFGR[_X^L^^_UL__F,601,#2005932,2011,9/1/2008,3247
2269,G[221,PVCNBIXBJNRFWNOVK_TOQABUDHGBRB[FDGSGTP[FAQKXKG_]V^PFDF^UZJMX[VYRFQDZCMHRSVEX[G\TH_XAWKZAVLA]IQJ\TFMJTUVZ][YYHQSBCDZ\G\D^^KQFUD,564,#2005933,633,9/2/2008,96
2270,IJ1982,]WZCOGOHIZFTE^R\PDSY[ZOAIAPOB\SC[YCN[GXGSCEA^TPME\CBFVJG][QT]FBR^LJO^NAMA^IOW^TX_LLWNJTKLDBHD^NB_CYULQWIBKHP\S[[]FIQGLUBGRQHTO,333,#2005934,1905,9/3/2008,1261
2271,\O487,AHVWCZTUFBPW[A[JG\\JR^BGSWTNS[WZR[OGX\JUZB]CNYEXBDGQRCLBZNRYV_KT^MCDV\WJR_LF^W\KLKDVK[FZ_ZQOHLOYNAB_MPQYUTX\_ZKZBFTKF^LRRCCLMB,356,#2005935,625,9/4/2008,822
2272,C_1455,ZXC]GR^F\GK[BDMRLEUCID]MKZTA_FNBCEKKM]QYSXWFMWDUFINRPM[IU_DCIFFXEYWQE^O\PTVQKSGSXZAFUWEPBDI[KJPEH_[AB]]GVPXINJ^]PK_VG[DTWSJN\O,329,#2005936,369,9/5/2008,1136
2273,QL1835,FRC\HRNJ\X^HMJROLDTEGQH\KN]VFJZW]UTFYLO[SB]TOX]\UYCTITCAVMIEIJDRXMELDLKXUZY]N^^D]TELX^EDENBL_XOQS[WK_WFSNR[FFADOGOKQORJSZ^YQGN,384,#2005937,3410,9/6/2008,2584
2274,WX1535,PQ]MCFZFKWEHGR^IQURYBGPK\KQR^__QYDWXZFJIM\[FR^E^LOSEC^PKYFMOVAPFEHOP^ILG[VQ]AWPTLHRZW_XLWMUKB\^OIACPLVDGZCWQUHXS_N]P]\TRIHDV]^,999,#2005938,285,9/7/2008,1787
2275,HN1119,EZTCA]FRO_STCNPG]BRSK[W[K^W_OLUSZRPXUT[LLJKT[[ATVP[SDIPN_QYJSJ]GKE[KSRV_B\Y\HAZVSAKMZKTAKCR^SPABD_NRYP[WOFAF_FOYT\XAVMM]YHKVPX,891,#2005939,3029,9/8/2008,2752
2276,\L1053,TRSLPX[KICCWWIRWVNMTEHS_AZSBEKVQXJASDQ\VB^RSR^JTKM[[[QBWZXQPHX^]IZ[RIG_PCMZOXK]G[[XE\CUVEGVFDJ]M\IYCW[MPCRVRQBJ]Q\WVDXIOQ[AJKA,719,#2005940,3339,9/9/2008,1519
2277,XE1034,HZMXVVX]SE\D\[YNTYPFOH\YDIVG[]HKSCKQKHFYL_]H^XOUJRZDNUPZREBFIFVS^RE]MMNDDHR[WHG]^IXJX^ARUWMLYWFWBDEVKOUM\DXSNAR_PUHQNIRUI^RRCL,672,#2005941,2286,9/10/2008,3528
2278,SS794,SWR]BLYYXZONC\UHWRGBUYJP\_KGJZA[DSBCV_[HWDCF\X\VNU\NJRWPCGPRE^^QJ]C]X_ABEN_KVXLWVZIFYJM\FI^K]TXARNDWAJHVKOMQJ]D]UT\DW_TXYAWOAB,576,#2005942,3086,9/11/2008,3969
2279,CW1798,NRSODBXNV\XGRAVFQZDRJCX\KTNXRQ[NNRK]XHE^JBSAD_WNKECYZFGDL_ZRWH^[QGQTBWMH\DIEHFMY\ZBIN_UNQRGDCK[TFV\UGRXO^I^[RF_U_]HP^JENYP]ZT[,589,#2005943,3107,9/12/2008,1658
2280,[I1711,J_XROWABBYSLMVK\LJJ]KMJIMXVIBPPEBKEXO^^GINF^]^GSJRF]GY^FSTNHHEN^MNFLGQMWDO__SLEHBDNHAOLR[\USEEHZWLIP]E]JQQFY[SNCHI^QX^QL[HV\PV,871,#2005944,1124,9/13/2008,3409
2281,\_1166,HDIVZPPH^BI_ROP\AWPA\[ENSUMSB[^YCCSNUUER]LXEJRO_YLJNLU\R_\URXA^_WSMAARK^ZGO\AEUK_[KQKIZJVKCQVPVKNUEQGHIC\UFUUTUJMY_DU\GLGD\K^[,938,#2005945,281,9/14/2008,2698
2282,PA208,GCUJ[UXZGTICHLVJIQILAKVF\PWLXCOUNRRQSF^]QSSI\CUV\SNILEMNMCGWCUVEOML]Z]_[CXF_YDPSHKWJKFMRAIAONZNTYVPJLIEJ[^O]DDC^AUFLNRFA\TGD[U,477,#2005946,616,9/15/2008,1803
2283,I^104,O[[_YPNBLRN\VH^LQBP[QLAZEPEZZMUXSCGR[MM\^B]Z][WYOXLWVZVDXGNWUD^YYO_OXMVDLRJY]TMT^CRFE\ZLLPIKWP_AOYLE[^TM\_YQWZIOENFLU^PTZAR^FX,327,#2005947,2650,9/16/2008,1244
2284,NZ1896,KV_GNMJPVKLCFWCJV]U^ONSB_GIQPDRK^OVURWF\TB\SKZTPLEQMBAYC\HPTTILJSHSEUEEXBIREWCAY]BUYCRHNJZQWPIIRTQ]YW[LQDKCYUBXXZQA^VD_XKNPW]],921,#2005948,3959,9/17/2008,3379
2285,IG1773,ZF___UOLBPXDHZM_GIWV[Q^W\R[]FVNJ\RWK[I[I\VGPDNDN_NRS^INEWSTCCLTTHM]ALW_OWGVYGMJL\TE\OIL_JUA]AM]XTXJY_R^CO_LDZWDUDZQV]UDMO^[CBJ,842,#2005949,1258,9/18/2008,3505
2286,^]1340,KDQQONPTTUPQBSN\JJO_EXQREVRH[V[Q_]_QIM_EDCJTNMGCGHBWNUGR__U[LKWCLVNGSRCJPVOGRGPRZGDOE]LOYEUIGSLEXWOEYFC_R^K[SAAGRG^QXIEQB__VLL,975,#2005950,1579,9/19/2008,796
2287,T\1863,NYWKPHAPZ_VHC^WQB\XMMDTKCLHS\RUKQW\RPVAX\ZX\TELDU]^_W[YXQLMRVMNQHFTFSMJ_EFDPKUQEIJQGQL^EHHUJNBDHGODKS_DP\RKTVHJ^VYX[BM^S^ZJZIF,471,#2005951,1022,9/20/2008,1479
2288,MT513,]^[TRBKBGOBS[\XBFJG\SQJWF\\\FJHS[A_\]BMEJUX[MB\^^BQTCRMQ\TNXGBRH[_PM_BSG_UXFLT[[GFKBUQZYS\RMWHK[JXRQJ]LXAZU[[YT[IIRLVKD[\AU_ML,710,#2005952,1544,9/21/2008,939
2289,VM1945,LKMHSTDHMXRLBIHSKVJI[RWUKL^GO^AD^OUYEZT]CRSEZTC^R\WC]HB]DNJJO_KUAMIEOQZU\VEC\Q^TTPJJALLZGYGMBBIEGFWZ^Q^SDDFRKBWVNSLDANKJYBVU\X,937,#2005953,1214,9/22/2008,2612
2290,OP1297,GRQ^\M_[FO^XEEGVCX_NSW^_KBDPX_UCIRARCODM_HJ[QUZX\M^[SEAPDU]HT[KMFDPFCT\IISZR\TRFRQXYD\^VY]]R_JRXWVY[[SMPWBSNIU[EB[VXW]CBFYK\HZ,998,#2005954,775,9/23/2008,1163
2291,H^768,ME\AIFN\JTPNTDK]TPJKBIG^[ANU[U]OA^Y_DYCHOKRKMTUHJGXVGH[BO[IN_ZIV\XFRGSXLKGYYYJZ\DOBKK[_ZFGFKRI_[XNY\ZOTNRWNY]YYP[CKXSWUFM]\DEH,604,#2005955,43,9/24/2008,362
2292,_H1349,KCRULY_H[WCMGGJNO\KGVVIYYREMQAQFGIKGC]JC_NFK__PHAJRUIUPQNL\^ON^AYVEEWZQONDHEN\XLJRIUSXLXOV^ELDIV\YRFDBL]WTUX[WNVOTCA\KIM_TZMBJ,525,#2005956,1490,9/25/2008,2180
2293,B[289,DGZPZGUZDXUOWYAYZY^L_XQBFAOZWVBMS\GJ_]KPNKHYVJQNOPJZXMM]R\OTMVUSYQ\N[ADHH_ODNGN]MZUXLJ[^GJQHOIDLHCI^SPU]MDRSVHUNPOGMYKKKWJKD^N,657,#2005957,167,9/26/2008,1514
2294,TZ11,LQNMISGG]BB]SSUGMEQDTQHDKFKXYHASAIAZCAPOXTT_NLHPZ\VQJDRPO]ULF]K][AA_MH]BY]JADSHGEVXNYL]YIFVA^[RX_QCK^TGKEGXVYTEXTPNYI^XXN[FN_T,604,#2005958,35,9/27/2008,3910
2295,O^245,SIQOKCDQQ[D\SZZXFTPDWT_ITWJ^BCCRB\ITYNLTWIWC[YWTCABBEUO_LQWLBWECG^FFRIZK\JSKTP\UKXT]GLLHOQSDXZK_XRPRJNP]SEJJRZLWHTQVIZZRCQLKPL,629,#2005959,1642,9/28/2008,3674
2296,]Y1196,]]L]XLVSOOGIRDZ\[UCXLASS[SXKUO\XPFLA^^[Q\ANVFQZIKAIY]IWVLRMZTYW\JABOP\[YWKVQOOATSUQDYSCK]J^PRN_OHLDPBSD[]^AZD\BTD^BRA[JUIHPIQY,614,#2005960,2680,9/29/2008,1226
2297,UQ930,_Z_GJ\JNLRHBVGALEJC^SYPQO_YJVVN\UGLDJTMGOMJFMWTVAMLSF]^ACSISID^YCIBJMJV^WWB]JRXIXH\H_DPMLAU[MV_BBV]FMCJICLJHRKACF\CQLJ^K^R_BZ^,839,#2005961,3385,9/30/2008,3090
2298,A^1286,HIDR\XMFJNU_LCMQSVNBAQP^CVRPORUF^TYPO[JF\TNRBNANCNYNCO^ODXSVDARMOF\XHKNBOXSHWRNBIVSMEZGN[LJPGBV^SOJR^GX]UXNJ]AT]AVK^HW\DX\DTSY,882,#2005962,2880,10/1/2008,1699
2299,DW991,BRL_MEQSBJCD_\MU]ASITDLGL]B^\K^T_JDQARRXB[QOWPEVG^]X^ZYHI_I^BKFCLZWIV^]IKIOXWEJV^L]LFLWSGGMFP_GW_C_LB]RJCD[PUWNLKQTIWZS]_^SA^F,428,#2005963,907,10/2/2008,2312
2300,LE1611,QGWX\Q]]HLATL[[ZLSGFC_IEALS\VTXRJ]\\__UMZYWR_LYSQ]BLKENZOJRPSN[PLDRKGA]DZOPLJ\TZKFWLIGHSDGMSNAPFS]UMD\AOHQTEUH_HEUWBZWWLQXLLSM,453,#2005964,3011,10/3/2008,2251
2301,WE1834,PVYPMDUPWFW_HWQYMGHVCZF^_^\G^ZFNAFVARIYP\XPOVD^AJLOEMZQHODQAZVOWFPNEVU\^XV\LFHCBVC\NXDRCKZR]A\ECPT\PFVHW\CZZYNGAAR_V]LGDCELXXA,661,#2005965,2036,10/4/2008,3151
2302,NP969,O\ORNNJ_BMGTVBHOWAJZM[AKS[L]VLEOG\AZVLWVIYGBPNY^CYNDG_OI_V\YSWGZYTO\_BAEKXLRIDYRLAF_RXT]TXHUWKUOI[BAGWYF[W[AV]\YFVVMOR]_[NBFOT,355,#2005966,1067,10/5/2008,1819
2303,MC561,_VN_F_APETBHIGFDCYPAI^BVTYGADGOLOUORUACBEIYHAKIW_DWQ\BC\BFU^LZOEAZD_\YNL_W[TB^NWVGZVZ_EHOW]^SFPGMXDE_DJCSPKJVO_RYHLZ]L\CE^DKME,977,#2005967,3141,10/6/2008,1133
2304,_[1099,[VFASZ[\MUGZQVQVJWWTEPBYTZ]N_Z^BUEF[VOTIZIIRNHIZTLVJEY^PWCCTVQ]ATJ_^XBSGCQQLAWKOEZOQDWYF^YVGVZ_OHB^U^S_ULFOTHM^CAA^KAHEDVMS[BK,601,#2005968,1159,10/7/2008,2287
2305,\C1080,MHUYMVUWBLFERZYJSX[D][GGYPWV^QPQKNLNSXHJ^XUVU]_S^JWH^OIQCIXJU^EN]GHOERBWWAD]JQPSGBAYXTX_VGLJT]PWOT_JJBUQPMGDS^WDAPX_TYBNP\IQNS,550,#2005969,260,10/8/2008,3386
2306,YZ1684,ISQPHEEPTKV\YCGIUFNRZFODWC[YBRYRZDD]]EKP_JPMLHLIWYHBQTTTC_FFRJEQQVBSFILGKZWVEC\VIKXB_ZH^XK\ESWVRWN]SAOUHLGC[JD]ETBS^P^XOSMCEVQ,888,#2005970,633,10/9/2008,1718
2307,IK1885,TBRSGNJPEVX_Y^DZNJS\WRWOBL\W[VE\XRX]MNSVY_OZK_OHYRGVZT_JMYB_NOBQWUK]JNPZVCZDIVSJZGIDNP]ASXYO^RAHTMZM^OT]S[GVG_^DKWU^AWW_O\EKUG,591,#2005971,3112,10/10/2008,1330
2308,OY544,QBXIJMGOZTCRVUNHINWP_YAVBPXX^QDJXBWSVZX_WQUL[W[BMAIGPFM[OP]U^A\GG[MLUX^NNBVXFZPHO]DEX_XUMTLYJMGQUAPLN\KMGJGKSU\JYZZSXLQN_\]ZFK,811,#2005972,2893,10/11/2008,339
2309,W[435,[KVAJKMDYFCSBUV^FUMB^EECDQ_RVO_QY^IWA\OJOJ]CZBVEZNCKWAPMHHZORQS^RGUN[CGPH]BEFJINWECJEJJKZS\C_Q]KGGTQMZL]JCANLNR[JXNS_EZLVFQGR\,732,#2005973,370,10/12/2008,3599
2310,ZG412,OVI\ROIVZB[C_ILD_^A_[]AMNTAVXNYFVVKJBCNXADZYN_W_FQCNRXJHVXAKPKPBVKTXZ[WPYRMHXZIPDJZGXS[F[UDAWIEOUNKKACAXXZN\CWNTL\ICKV_\SJNYDX,431,#2005974,2305,10/13/2008,3430
2311,ZP1320,VUMC^^C^JV_IEYMDONJQX_ZO]SUK^]MQH_PXJ_IBULJEIJWL\NXXMEELEBEEQCBLMMUZSFRVPAC]BJIHWDBPXE[_Z^EWTA\VUPMDK_]_S[OKW^UKSP[VC_]EQRBERG,427,#2005975,734,10/14/2008,50
2312,JM799,S^FVOM_CJIHWPK[L_NZKV^HV^JBGJU_BDLN]XLN]GA^EE^_MMKS]GUPPT[VDR]CPCRZTEQUCZEAY^HOF[EMU^QBKY[XW[]EOPYH]TYXKB[U_AVIXX]UTXKHLWCMAYM,417,#2005976,598,10/15/2008,2106
